	ACACA	ACVRL1	AKT1	AKT1S1	ANXA1	AR	ARAF	ASNS	ATM	BAD	BAK1	BAP1	BAX	BCL2	BCL2L1	BCL2L11	BECN1	BID	BRAF	BRCA2	CASP7	CAV1	CCNB1	CCND1	CCNE1	CCNE2	CDH1	CDH2	CDH3	CDKN1A	CDKN1B	CHEK1	CHEK2	CLDN7	COL6A1	CTNNB1	DIRAS3	DVL3	EEF2	EEF2K	EGFR	EIF4E	EIF4EBP1	EIF4G1	ERBB2	ERBB3	ERRFI1	ESR1	ETS1	FASN	FN1	FOXM1	FOXO3	G6PD	GAB2	GAPDH	GATA3	GSK3A	HSPA1A	IGFBP2	IRS1	ITGA2	JUN	KDR	KIT	LCK	MAP2K1	MAPK1	MAPK14	MAPK9	MET	MRE11A	MYC	MYH11	NDRG1	NF2	NFKB1	NOTCH1	NRAS	NRG1	PARK7	PCNA	PDCD4	PDK1	PEA15	PGR	PIK3R1	PRDX1	PREX1	PRKAA1	PRKCD	PTEN	PXN	RAB25	RAD50	RAD51	RAF1	RB1	RBM15	RPS6	RPS6KA1	RPS6KB1	SERPINE1	SFRS1	SHC1	SMAD1	SMAD3	SMAD4	SQSTM1	SRC	STAT3	STAT5A	STK11	STMN1	SYK	TGM2	TP53	TP53BP1	TSC1	TSC2	TUBA1B	VHL	WWTR1	XBP1	XRCC1	XRCC5	YAP1	YBX1	YWHAB	YWHAE	YWHAZ
subject3815	-0.932015265648142	1.50349929229704	-0.191988410202839	0.120373836626486	-1.04770019324408	4.22683285985882	-0.345495224977168	1.29673252882065	-1.1471784559384	3.09931999387751	1.58344343401444	1.51719519220375	0.858145104052263	1.74942529814266	1.84474894144016	-1.42843988757509	0.1473238374456	0.474764385880115	2.66365369272556	0.83559801120088	1.30793259426863	-2.07268184405117	0.318998511741508	1.12946914828633	1.85379358238213	-2.09843185201798	3.11445790987606	3.60392680187547	4.28652857773121	0.72340825015632	1.84362497925924	-0.406232076583213	2.76407516620208	3.12164607358178	0.793894279215114	1.33570413979382	5.89329094059288	2.86799099186432	-0.674525313543808	0.338377903085344	-2.36952722402731	0.4435251663964	-1.38186770473535	2.12810804243836	3.20915279846494	2.02609300245817	-1.89690806407407	3.56281405750944	-0.342251273261942	-1.52735621840958	-2.77061280203294	-0.337272110262004	-0.0247347722911104	-1.98699630930298	1.02256178078671	-0.422357573778699	-6.20658064098098	0.982580048916233	5.27033971415469	3.313126698447	-1.04062232983453	-0.976807616999549	0.110447825221045	4.135052436668	-1.86993769150953	-1.18168000082741	0.413723572049449	-0.821824908335966	0.0737243767677061	1.76207590535764	-0.0989476996274985	0.47384519294607	1.52051609414515	3.27656350229039	0.685204915112076	0.306194824764998	0.969825496853393	-1.51618978152489	0.516720680132049	-1.35614470803751	0.205518023461577	0.0554059509337855	2.75530835932766	2.26692043080489	2.32352829978206	-0.610796543781156	4.67456250206727	-0.561306156597704	-0.639203158825882	-1.78230000233812	2.86711146954869	2.14622338576481	-1.44104765021514	-0.44210465810243	1.68811845617468	-1.37309303751148	0.378302940104641	2.2926130861823	-1.10228416173847	3.18977043166987	0.761940483772942	-2.04893124077418	-2.74834712998349	-0.334626197027587	1.47706764388829	2.56539310475002	-1.31103367838441	2.13862335441045	0.0450414753460945	-0.549204878457489	3.02203632541144	-0.889382610986269	1.87734622550497	0.956239577507874	3.25561464964185	1.05019433327065	2.8558373977384	0.134153806331246	1.28731311167631	0.904932702041177	1.06805445686197	-0.0112372900905637	-0.285615696129423	1.43111417565429	0.808358147207248	0.55434356207312	4.36316595574676	1.94099621910266	2.47080182336745	2.42529014134216	0.962557679129843
subject3816	-1.15318476947819	2.19463571827196	-1.28720370280115	1.37928187371436	0.771980672657137	2.40651916639074	2.08292363513759	-0.49427000505903	1.10168702993583	1.96608435117036	1.46406101452507	1.18848703603437	1.9521066263401	1.46808922312493	1.10500243662591	-1.22550737075258	-0.641656526512016	1.64727987119979	3.28832036291831	-1.2409650185764	-0.0576610629346308	0.539744378908583	-0.794179931944996	0.66025141485904	0.864954884107419	1.54369957021067	-1.46017255771842	2.58023994047486	0.107354684920185	-0.959067522813597	-0.190853239411803	0.769504330988041	2.04962051705889	1.70645225159647	1.30930030826195	1.55505454672783	3.38915545914705	2.83342934429731	-0.266125585869131	0.506988952239202	-3.17566961320657	0.263483153268652	-0.260427404128181	-0.422903371916955	3.52287574000799	-1.13663879675033	0.682861976577796	3.32813517396718	2.18629723079131	0.487173621095312	0.697741787622996	-0.0202427518718464	1.8384233488457	-0.0606361327691916	0.896957672062097	-0.506105522190709	-4.22775971496866	2.32627949112462	5.136422522008	1.38468456312545	-0.956957917332622	-1.84309554834543	1.27611975940111	2.77266700029015	2.02463432822345	-0.687841123916602	-0.547439110610238	-0.126959704007189	-0.138234137535917	0.22454493040891	-2.12293707042253	-0.479641825328016	-0.0443299122502629	3.24871960026614	-0.16577925985558	-1.3193279304574	0.796867040203021	-0.589786683301722	1.41682114201137	-0.891865199443375	-0.0158270085969991	-0.497074363288663	0.694162115935007	0.370109075426541	2.76475783389331	-3.11664025811967	0.807763588959947	-0.369745986163143	0.0819303225353231	-0.565568444199282	0.786383996400907	2.31050312993671	0.076917199562866	1.04373493064091	1.08638163527367	1.13613855986501	0.334751300077173	1.4016102683144	1.85742305400495	3.75515737402936	0.0141223768279972	-1.92890573241145	0.993566500000379	2.12604550858085	1.97329390529229	1.47215075415836	-0.888335371699383	2.56366679178255	2.68199876403561	1.02730812187832	2.92808557204579	-0.457895486962649	-0.344443367720317	1.48027420169384	4.18915961317175	1.0889319256501	0.0877803083035565	1.56241016049698	0.367569807940581	3.12948480848331	0.991849460901861	2.64287862862461	2.37831759630018	-1.24466969613055	-0.0749221059907678	3.25971896789249	0.615757697583103	0.701511613798744	-0.0050334538250173	2.42025842711327	1.22001181585588
subject3823	-0.64602480742567	0.901383753649416	-1.06561006095945	0.803501485027221	0.0749130054258135	5.33081901216085	1.05028982384358	-1.69911342170643	1.07633362617329	2.8596374755035	0.45288653961669	0.746905694773401	1.62282424582535	2.26571392378721	0.361788085546027	0.652091552710106	0.430952271887372	0.570849758499787	2.37750858272461	-0.950645350031069	2.04047874891943	-0.738542141535902	-1.24426183171179	1.72749935765674	0.183186598011955	-0.196622163435019	2.2938176141051	-0.530288604742339	1.69948018267804	-1.46821042779724	-0.798971550457597	0.705240264323715	2.65484102244299	2.89922240993943	-0.429342804049269	0.554408414526038	4.53544610787472	2.48135090612877	-1.24620218833398	-0.268339992635033	0.737042864932845	0.563466746907486	-1.55203869877823	-0.402795010480234	4.61205751796257	1.91567672752462	1.56208284231573	4.70407731880169	2.234516457693	-0.128432345641395	-1.86216979273904	1.24031778261657	1.76989307004058	-0.59299734236118	1.92483191353316	-1.11865272563315	-4.48273318124145	2.59498895023947	1.73844523375478	2.42063476856506	0.0955508112056056	-1.35953895443969	0.886989517047324	0.727548803826177	-0.443665293981733	-0.107590647501729	0.138118892946219	-0.94506659296818	-0.359897165945761	-1.60846595457201	-0.757725091938405	0.444293099474741	-1.08199466701773	2.81281039099871	0.813335429029903	-0.119466508940718	0.742157139699778	-0.911579757170536	1.09651009862461	-0.761882714702343	0.38757223798032	-1.47877085006994	1.42738875982601	2.09154920589111	1.25168851335117	-1.14334397898255	2.44597856212238	-0.354035872157637	-0.936627945403255	-1.18466633751382	1.45543503666867	0.69755439861406	0.292784805096879	-0.0055201904229564	-0.173881792368657	1.03727778190859	-0.194190118560982	2.42628978245197	1.12894315176717	2.6837031458833	-0.638151776699793	-1.02100048620369	-1.31966292848428	1.25712759177993	1.05911418603162	3.01797897333153	0.136710038029277	2.98522838648731	1.60260142533487	0.852770917519128	2.7909517156292	-0.711706975347645	-0.85463123585636	1.58452522263851	4.85128090473833	-0.987844967238303	-0.459157001561943	0.146958800272364	0.247906663472138	1.4220945024869	1.28631155896827	1.80955147347098	2.52539190730834	1.26639246883154	-0.452169597396206	2.83172697317598	0.977246001518511	0.245789924635774	-0.0500859290180356	2.39331985810068	1.55461198025306
subject3838	-0.788281187723336	0.939347697046933	-1.6538091779326	0.327698317402255	0.263698278218312	1.22770052883383	0.917486161635941	-0.942285756795277	0.674050023449813	3.21303597486734	0.907007990704318	1.08600962223998	2.03475099384918	-0.105648286626749	0.705353784589439	-0.429724570409434	-0.640027754384456	-0.252082918712702	1.97648420080475	0.537327582919459	1.17901913511434	-1.30412206381961	0.0971409855619112	-1.5090179938103	0.537169098944055	3.05376419323234	1.09395685987338	-0.388380501364671	1.23876492033037	-0.248112225709139	0.48224835097814	2.20316853496301	1.97208394655907	1.82368733581384	-0.934030353175665	-0.0567771194079423	2.0692420038576	1.20343675621088	-1.56648101876523	-0.615671773255143	-0.785676476556305	-0.292124236978567	0.943485797456825	-1.77956953075857	2.76857428957395	0.596909387912876	1.30722798938365	2.86058530102685	1.75254778044072	0.196384093524071	-2.38979602320877	0.349680380172199	1.25303133403433	-0.290175671827831	1.5618745983535	-0.984600333989604	-4.30642645003579	2.17725741828194	2.91123306777247	0.564871591203045	-2.21180824610661	-1.53093083566474	0.752726433646458	1.86307232619707	-0.750820322049378	-0.699665377015344	0.0144278880976184	-0.694890331536654	-0.298633172378867	0.0676343827172887	-1.49298847645978	0.380319785556689	-1.11274137164972	4.83037878818847	-0.509228233369947	-1.18738039259561	1.26668966357277	-2.38145352556304	1.84105242242022	-0.671178684381545	0.753881566709945	-0.893424419569148	0.576427804647597	1.05921265953485	1.57356451993111	-2.46888242762121	1.19757553220555	-1.10483668539625	-1.27543085193303	-0.312687710400141	0.816943325256566	-0.142157540373696	-1.25847621385119	-0.705146764065038	0.473232985520528	1.07165614925385	-0.658721185181854	0.920989196818582	1.07364504868001	3.92268972756559	-0.995533546840275	-1.25641712106428	-2.3645965955982	2.61971921361157	0.357219711658427	2.07701692984051	-0.689104557217233	3.6730210067318	1.15982424189469	-1.05706969094974	1.94364882383628	-1.96007024343987	-0.46417101788841	2.48918922666174	5.77859276836625	-1.16383856869007	-0.626049417061816	-0.618868663808937	-0.58176035959802	1.93964729919512	1.86626149281877	1.70452648306073	1.21526619581549	-0.352375970153195	-0.150398018403629	2.6949269500879	1.22220261073893	-1.05926241377886	-0.536768935768751	2.15513850180575	1.48335362845679
subject3880	-1.14850242679367	1.11672567306532	-0.730267607903613	-0.489862880635963	-0.449741536626347	3.64459669880908	-0.267134184372505	0.397743370703223	-0.319756746572221	2.32308386443153	1.04921959085039	1.46321631583568	1.09621531486391	2.44587984281086	1.44367972371273	-0.399551574363994	0.160923984835756	-0.320713931547467	1.68902457648378	0.607821217610941	0.585957303360072	-3.9964060482729	0.370480111533532	-0.474905077663052	0.99484805254777	-1.62492851719571	0.652989457815452	1.12126266330566	2.10142757324291	1.18500408574698	3.01456971896026	-0.442461535303423	1.65273705272265	3.21729257835719	0.501526830828672	1.05242721916742	2.12231523456874	2.15105084272096	-0.0010257596530198	-0.122637079651544	-2.88181324351311	0.478396122351683	-2.05529904025006	1.2915320334806	3.53339268780558	3.13375233938748	-0.925796401071284	1.66473049841088	-1.37507814526003	-2.24717684090492	-2.08325500170681	-0.752275843090873	-0.795262716887344	-1.7780952919891	0.470620020006036	-0.684074536358328	-3.03382973530521	0.709286532019773	3.43701347980203	1.99952256504238	-2.18735957761584	-0.846679188558151	1.30341513151035	3.53513553228447	-2.84896512121918	-1.2928992296194	-0.571458316626031	-1.28581478203061	-0.1272034964911	1.34418548869575	-0.404885354917742	0.163598840564703	1.46897200011604	2.62688452040277	-0.232636200995332	0.150906649105654	1.01630336435206	-2.09820918421067	-0.602369098426139	-2.5793122311763	0.0597628426158707	0.992912212626678	0.901993601169555	1.22491146969481	1.02675230603888	-1.32993535932085	4.42409511847532	-1.48048533398804	-1.11502909061961	-1.74195103151885	3.64183222896581	2.01499197245681	0.21263824134626	0.424190760615293	2.13867737366888	-2.32757812402428	0.390988687259395	1.3471926064438	-0.567321445421908	3.39189675261646	-0.171420752566695	-1.42061649999935	-1.22852679250437	-0.414156078225256	0.286698914430563	3.96984785864527	-0.937404724368063	2.04025779164022	0.256033476888448	0.0347213625397622	2.80957808642622	-0.69673167871087	1.15192384830986	1.48363407855369	2.45473131353315	2.24719635609672	-0.276525982438329	0.456070573607486	1.94752965010583	-0.275749067812513	1.60861815939617	0.125464927443146	-1.32298976839394	-0.146345620423513	0.488549969108042	0.222080100524114	2.75699081670248	-0.0062833484281594	2.34568737727926	0.949984888908465	1.0252301253834
subject3896	-1.76157841149046	1.41763002500579	1.54953492793561	1.11615161570387	-0.0920368280071845	0.86995614040947	1.87215555334566	0.817111594173741	-1.4601560395845	0.934859417328949	3.38795041135844	-1.03459307454567	3.11765797136747	1.13638329227925	2.86488515241126	-0.278666627086293	-0.144729209824577	0.549001107615798	2.10803826661146	-0.201321229742297	1.01058370704387	0.0542703211177858	-0.89501245940801	-0.987183453369451	1.80698004649082	-0.567112090454977	1.56886537511117	0.045655175862556	-1.05386094965074	-1.89917408513219	2.89262185579811	-0.826582609892819	2.56654887152712	2.29802323928108	0.30675705074827	1.16858402547922	3.1522806674756	1.67396095043827	-0.933756005970409	-0.00678526625979	-1.86925522539296	1.48193117474666	-1.48047746034835	-0.761997419134688	4.17508513933814	-0.43977747154693	-0.106872356918333	4.01948296154803	-0.490712874602583	-2.64538018324673	-1.03184894330604	-2.05156203583382	-0.890609010355252	-1.01981902683886	1.05892076986005	-0.641836838606555	-3.94047351812962	0.731434077886842	2.0184045535731	1.40937383602712	-0.848312963693272	-0.651758240651616	-0.0388275200119095	1.82568912760816	-1.91220817169027	-2.07689831157251	2.39504103003856	1.60229115371833	-0.209478562880241	1.23314127688997	-0.63575863404909	-0.557499279544832	1.53058179717159	2.44707240221891	3.14920048463413	1.61009605950822	1.12112427713303	-1.08837426145886	3.20570564285164	-3.06599252190272	0.664587894016902	-0.170945601586809	2.94525257609497	-0.820646012014199	2.31236988760773	-2.14187546033508	3.59276263118706	-0.814344093691431	1.24695550497702	-1.16945870113339	2.25291740552363	2.78811658190453	-0.0081242940288352	-0.810782417060167	0.768661887925457	1.37097016371102	-0.541929405451583	1.74916717817054	1.71898514451649	1.37776684721374	2.45833546647258	-1.7521816044125	-0.921788401034806	1.98125554009054	-0.24613736724166	3.97701168206754	1.00113055127729	1.22981100004745	2.46033339972156	0.164347159536252	1.22172231435229	1.68713220285058	-0.159205862569501	-0.548186051357054	4.01335469488511	0.743013505619238	0.311040168728581	0.571655379452049	-0.690879773490501	0.236374478104693	-0.345860844951744	0.461245453075579	-0.909808915091849	1.6725954365403	-0.837211427864247	0.481128923803507	-0.411301354087269	-0.541182552761382	2.05858570623589	0.827746513481178	0.791156847965488
subject3900	-1.17140795941852	1.14073172720783	0.974721606933797	0.608638237145018	0.706247333207122	5.50742751034449	0.434260707646257	-0.228291889721198	-0.208549086477151	0.238375045455817	1.30241080846113	-2.10206416986262	2.06741474098131	2.16519532053044	2.74872292876835	0.173290704615638	0.440719607832589	-0.793117696520982	2.92623629169889	1.03897165867628	0.867284060593122	0.112940693597707	-0.886598733506473	-0.882845092568541	1.51991070521999	-1.8112235795242	5.76286770921003	4.01446032124526	0.721145804660829	-1.25713309212775	2.95525041199241	-0.780900049092861	1.93286634092522	3.19067066353028	-0.0463619097000618	0.237236698551225	3.97670671817756	2.33058628935025	-0.744675867056161	0.0948523017916582	-2.5757269505147	0.933095509240094	-2.19465369021848	-1.31893697470904	4.37167079837102	0.863161630131428	0.119690430237781	4.17151773978382	-0.900746578721811	-1.97097087412508	-0.85925622889281	-2.24434105493275	0.478121966181219	-2.38995835991965	2.63966897212623	-1.35695814673649	-3.60395202857711	0.975407451944243	2.11911541693237	0.244617946238606	0.736503052616987	1.01381561956679	2.07006505667008	1.55133579348277	-0.833083999202715	-3.4949370458658	1.71293379032989	0.99505424609459	-0.139638226415419	-1.09550303583084	-1.86203570841662	0.0106791345679358	1.34466469903019	4.67542012255378	1.64959502612918	1.55568108166916	0.999877382116493	-1.68666215443239	1.40777469505741	-1.25370419826489	0.573629917046835	-1.57711059713975	3.01592118235575	-1.12412320813081	2.17916262195209	0.0378460949326282	3.90836614315628	-0.387597374444218	0.706000972195399	-0.961408118197725	3.49579785459476	2.24011444053943	0.101578784623847	-0.272556735952583	1.8798495970389	0.986433925997681	-0.387153681142258	1.01997148220696	1.25614944807148	0.702300952291578	0.934690199252534	-0.96176038352794	-1.41143207060875	1.68940176160607	-1.03139490879749	4.31486214169222	1.01105521959808	1.47466662458449	1.34278480448127	0.922173848074541	0.568729581766219	1.02547663888539	-0.921176054153436	0.270498343325108	5.3291193174906	-1.11621759839505	2.08317973055559	0.301014970604954	0.261426073539539	-0.101039234562854	0.378237274133694	0.554258548398039	0.616092904624492	-1.07991035173298	0.667474911771379	1.33619564456684	0.944893135333336	-0.592443889753253	2.66335732890423	0.958125623695509	1.79811189805778
subject3903	-1.38329390792828	0.930413317915664	-0.589929248336682	-0.851914899840816	3.02338766821045	2.27110205898732	-1.67712248185427	1.12965117716623	-0.140173252124986	2.67849787058757	0.988419420964152	1.08562653324857	-0.742726194895498	2.02501758625959	0.402425756803458	-0.474660617207706	-0.922733823242376	0.0925503030371215	2.65428657226343	1.33671867057306	1.18039819380871	-2.46159949362061	0.253570486087414	0.601379688176199	-0.783661570198431	-1.59858109971836	1.03359413275213	2.56713321484344	2.50522134159435	1.11902423009969	1.94421435506889	-0.790825037528493	1.46302613017126	2.66669900727071	2.93017308747685	0.872511969904168	3.88767117659113	2.59148996515538	-0.515010070690919	0.295853243089958	-1.03446828809284	1.42819172755727	-0.445706722325605	1.22924237545763	3.32443818428158	1.79153009089809	0.424149845336664	0.588726070149016	-0.203827248613392	-2.38480009483082	-0.668770698448978	0.213352399090013	-0.694107494732433	-1.36013040803807	1.67187873399385	-0.706998072664375	-4.20371116232311	0.846643621903076	5.36244753893042	3.23622680602898	-0.839704821271676	-1.05793903253379	0.226129116430311	3.53052739926091	-0.0545694725358545	-1.4285143583513	-0.15749708942251	-0.396370878249522	-0.207083943509729	1.84704466878064	-1.46491189741476	-0.445803466078589	1.1191516370792	1.80322794832312	0.741744506553143	-0.972358411825812	1.6066014230483	-2.21289564364686	-0.522648157456364	0.787927436185274	1.01304920252861	-0.374884044375773	1.37445898882784	-0.0407870465727855	2.42861262249334	0.881620055574963	2.75130482526525	0.211789587917641	-1.62867965484875	-0.685683733848729	3.12096343283547	-0.0047486903579945	-0.793346283250776	-1.00560292016978	3.4447453587205	-1.95439678849042	-0.627334704241277	1.70819409998688	-1.57748868303343	2.90563858003169	0.241772448275619	-1.55776157032019	0.146190189367778	-0.777643763490332	1.67029926279299	4.22820976420852	-0.882827308572498	1.12910356797014	0.271214576989533	0.122086672278258	2.2797648951167	-1.15404741010723	1.87612961109282	0.476629541769087	2.72958895154879	2.00445302005078	-0.616177299894885	0.489000424120575	1.35864302228795	-0.105106367482741	0.694865257758883	-0.735561743964757	-0.453194559130239	0.160013253651069	-0.107213700503567	0.635863413357518	3.13088685998846	0.939189930942057	1.62533783808675	-0.0856840880088157	0.866385436538112
subject3955	-0.298435389146346	2.8358900048789	1.09150732110755	0.881285779015218	1.13391303168118	0.966131632356274	2.79215839932207	0.422279230924721	0.614014320198114	0.740915326828281	1.79110468390674	-1.22973777066237	0.182878630839767	0.25634405764729	0.219203742028066	-0.437110234737283	2.06496292145165	0.219092420751278	2.83750316273662	-1.4410891653029	2.27258683796705	1.28169131253602	0.957622349701261	-0.101679226229472	0.925359646282264	-2.17477726048258	2.82885682666068	-1.21230238713666	0.486600712185479	1.24947346708016	0.279382362760659	-1.87560579590112	-0.845229015419663	1.59914034820717	0.341036854587188	0.639332894611447	3.75025392575182	1.31969749308515	1.47574924782169	0.785790724225395	0.47066635809468	2.05979704361441	-1.1116876468383	-0.739221606964866	3.37729542005025	-0.269703177943833	-0.813016882661594	5.25253809481101	1.00597396887182	-2.31289897800621	0.779786542768351	-2.56869577719905	1.45911992901682	0.407433785719466	0.681794861899011	-0.72035199023344	-1.69374919254474	1.60660441594372	1.86304150638831	1.19862644845566	-1.57462741287647	0.846503151525524	2.84466281873451	0.795251286878197	-3.77721569955258	1.25836392081545	-0.120668844562362	-0.153886566312975	0.0168548612251796	0.098817381911442	1.15554327386946	-0.356056390889529	-0.41452746312268	3.75774814741652	2.36606109413351	1.95193002374658	3.44028939565882	-2.27266904759181	-0.385805997987525	-1.76975986881753	0.0896697662060347	-1.87578826305012	0.47211038927354	1.54704988325974	1.69473162576652	0.222996342698313	4.16818165754542	-0.695230359494768	0.899222981847067	0.0495811800538491	-0.589045504600372	2.45189963904566	1.55075944078213	1.54339530673272	2.72115184858951	-1.89528699202941	2.02035679645001	1.93264825037647	2.00577166223795	1.62279902706865	2.17009074752136	0.678558003240134	-3.00329693413596	-0.362915113319075	-0.343690529583832	3.68606188485227	-1.37815456417029	2.514971071216	2.58347121508361	1.91223489245886	1.24443266701999	2.16528518265433	1.97943285228002	-1.72293102593391	4.84635281926406	0.35211035083023	-0.400575084677227	-0.47096243500298	-1.25874082553509	-0.150818723796209	-1.06388605230382	2.86302409119382	2.72266577366784	1.4533527382577	1.35777378745911	2.13506225524	0.574302637982745	-0.0279990066325407	1.77390044309912	0.673139179238388	0.0019891683785054
subject3962	-0.0829009405943339	1.79020511012823	-1.4837996344661	0.567809694673289	0.0784004204411452	0.837095784659087	-0.173054948177359	-0.172620260703757	1.5190348259425	0.793067677888356	1.61183207925155	-1.19384226065316	0.339693195629422	0.76044958276901	0.868896733515026	0.133245264230216	0.460874416982657	0.514460980853123	3.40354303425018	0.250307694503211	0.568220383827118	1.01559576030089	-1.2418542597444	0.183687903482908	4.01856949453071	-0.695035098080434	1.72124308614098	-1.19875986376397	1.56916808800025	-1.19297576100765	2.91484221582882	-1.12054443830046	2.57720510855551	4.14284495456184	2.32302196471271	2.11890231729719	3.04298750355425	2.31690337887373	1.06622555748005	-0.166641340508709	1.45198209969855	0.34235536985952	2.02858597541709	-0.725997306312381	4.19054008164445	0.108354313778756	-2.74325717558511	3.51194577364614	0.0872256691072903	-2.247174823762	-1.90528516817534	-1.71244404464755	-1.37707800522589	-1.95496193082624	2.96533655344864	0.505222442708401	-4.79273368561512	0.188454309439136	1.72229534944436	2.44526074101899	1.68043628479885	0.545533014654048	1.3180637975128	1.68411153714017	-3.50116417510217	-1.92018202550543	-0.368227053528659	0.139745118048696	2.36453194726747	0.642077780343069	0.189134873994274	1.47090528774405	-0.541412526403735	3.7602788272978	0.505149630595855	-0.484406868913977	1.40052138919641	0.145233072405827	2.09364636041419	-1.38229889119523	0.475523504181656	0.851191964994568	0.674848730400424	2.00675389031483	1.92023758436636	-0.134901721858297	2.47823674381562	-1.03650590510224	1.58117236566114	-0.38856833750114	-0.0923807449088492	1.13795393542704	0.917684421513393	-1.18819168065882	-1.28512701486277	-0.242079692908804	-0.431756230656194	2.3373021790195	0.982486486088523	1.75572225813632	2.22159548228256	-1.12309346700409	-3.82061744143157	-0.687814692300757	1.43040997330966	4.00162750282326	-1.40425869637031	3.61200571061753	2.28983676292662	-0.267888405150193	1.5507844514473	0.273636760071674	1.66657854249802	2.14798080570828	4.08073583686899	-0.883528857352551	1.18322951336506	-0.147444055890388	-1.51599702439962	0.776870473556512	1.41115473737698	2.26951523143766	0.650441780648158	2.5811104061928	0.984892820672284	0.451274724554168	0.26183652279531	-0.78800498590855	-0.283091192453329	3.27702126069318	0.661750961901122
